---

$ .venv/bin/python -c "
import csv
import re

valid_pattern = re.compile(r'^[0-9]{6}/[0-9]{3}\$')

with open('entust/eksponaat.csv', 'r', encoding='utf-8') as f:
    reader = csv.reader(f)
    next(reader)  # Skip header
    count = 0
    for row in reader:
        entu_id = row[0] if len(row) > 0 else ''
        code = row[5] if len(row) > 5 else ''
        
        # Catch both missing and invalid codes
        if not code or not valid_pattern.match(code):
            count += 1
            status = 'MISSING' if not code else 'INVALID'
            print(f'{count},{entu_id},{code},{status}')
" > vigaseid_koode.csv

---

390,52964e4bbdf9203d66ccf941,f000066/060,INVALID
391,52964e4bbdf9203d66ccf942,f000066/061,INVALID
392,52964e4bbdf9203d66ccf943,f000066/062,INVALID
393,52964e4bbdf9203d66ccf944,f000066/063,INVALID
394,52964e4bbdf9203d66ccf945,f000066/064,INVALID
395,52964e4bbdf9203d66ccf946,f000066/065,INVALID
396,52964e4bbdf9203d66ccf947,f000066/066,INVALID
397,52964e4bbdf9203d66ccf948,f000066/067,INVALID
398,52964e4bbdf9203d66ccf949,f000149/008,INVALID
399,52964e4bbdf9203d66ccf94a,f000149/009,INVALID
400,52964e4bbdf9203d66ccf94b,f000149/010,INVALID
401,52964e4bbdf9203d66ccf94c,f000149/011,INVALID
402,52964e4bbdf9203d66ccf94d,f000149/012,INVALID
403,52964e4bbdf9203d66ccf94e,f000149/013,INVALID
404,52964e4bbdf9203d66ccf94f,f000149/014,INVALID
405,52964e4bbdf9203d66ccf950,f000149/015,INVALID
406,52964e4bbdf9203d66ccf951,f000150/001,INVALID
407,52964e4bbdf9203d66ccf952,f000150/002,INVALID
408,52964e4bbdf9203d66ccf953,f000150/003,INVALID
409,52964e4bbdf9203d66ccf954,f000066/068,INVALID
410,52964e4bbdf9203d66ccf955,f000066/069,INVALID
411,52964e4bbdf9203d66ccf956,f000066/070,INVALID
412,52964e4bbdf9203d66ccf957,f000066/071,INVALID
413,52964e4bbdf9203d66ccf958,f000066/072,INVALID
414,52964e4bbdf9203d66ccf959,f000066/073,INVALID
415,52964e4bbdf9203d66ccf95a,f000066/074,INVALID
416,52964e4bbdf9203d66ccf95b,f000066/075,INVALID
417,52964e4bbdf9203d66ccf95c,f000066/076,INVALID
418,52964e4bbdf9203d66ccf95d,f000066/077,INVALID
419,52964e4bbdf9203d66ccf95e,f000066/078,INVALID
420,52964e4bbdf9203d66ccf95f,f000066/079,INVALID
421,52964e4bbdf9203d66ccf960,f000066/080,INVALID
422,52964e4bbdf9203d66ccf961,f000066/081,INVALID
423,52964e4bbdf9203d66ccf962,f000066/082,INVALID
424,52964e4bbdf9203d66ccf963,f000066/083,INVALID
425,52964e4bbdf9203d66ccf964,f000066/084,INVALID
426,52964e4bbdf9203d66ccf965,f000066/085,INVALID
427,52964e4bbdf9203d66ccf966,f000066/086,INVALID
428,52964e4bbdf9203d66ccf967,f000066/087,INVALID
429,52964e4bbdf9203d66ccf968,f000066/088,INVALID
430,52964e4bbdf9203d66ccf969,f000066/089,INVALID
431,52964e4bbdf9203d66ccf96a,f000150/004,INVALID
432,52964e4bbdf9203d66ccf96b,f000150/005,INVALID
433,52964e4bbdf9203d66ccf96c,f000152/001,INVALID
434,52964e4bbdf9203d66ccf96d,f000152/002,INVALID
435,52964e4bbdf9203d66ccf96e,f000153/001,INVALID
436,52964e4bbdf9203d66ccf96f,f000153/002,INVALID
437,52964e4bbdf9203d66ccf970,f000153/003,INVALID
438,52964e4bbdf9203d66ccf971,f000154/000,INVALID
439,52964e4bbdf9203d66ccf972,f000158/001,INVALID
440,52964e4bbdf9203d66ccf973,f000178/000,INVALID
441,52964e4bbdf9203d66ccf974,f000179/001,INVALID
442,52964e4bbdf9203d66ccf975,f000179/002,INVALID
443,52964e4bbdf9203d66ccf976,f000180/001,INVALID
444,52964e4bbdf9203d66ccf977,f000180/002,INVALID
445,52964e4bbdf9203d66ccf978,f000180/003,INVALID
446,52964e4bbdf9203d66ccf979,f000180/004,INVALID
447,52964e4bbdf9203d66ccf97a,f000151/000,INVALID
448,52964e4bbdf9203d66ccf97b,f000155/000,INVALID
449,52964e4bbdf9203d66ccf97c,f000156/001,INVALID
450,52964e4bbdf9203d66ccf97d,f000156/002,INVALID
451,52964e4bbdf9203d66ccf97e,f000156/003,INVALID
452,52964e4bbdf9203d66ccf97f,f000156/004,INVALID
453,52964e4bbdf9203d66ccf980,f000156/005,INVALID
454,52964e4bbdf9203d66ccf981,f000156/006,INVALID
455,52964e4bbdf9203d66ccf982,f000156/007,INVALID
456,52964e4bbdf9203d66ccf983,f000157/000,INVALID
457,52964e4bbdf9203d66ccf984,f000158/002,INVALID
458,52964e4bbdf9203d66ccf985,f000158/003,INVALID
459,52964e4bbdf9203d66ccf986,f000066/090,INVALID
460,52964e4bbdf9203d66ccf987,f000066/091,INVALID
461,52964e4bbdf9203d66ccf988,f000066/092,INVALID
462,52964e4bbdf9203d66ccf989,f000066/093,INVALID
463,52964e4bbdf9203d66ccf98a,f000066/094,INVALID
464,52964e4bbdf9203d66ccf98b,f000066/095,INVALID
465,52964e4bbdf9203d66ccf98c,f000066/096,INVALID
466,52964e4bbdf9203d66ccf98d,f000066/097,INVALID
467,52964e4bbdf9203d66ccf98e,f000066/098,INVALID
468,52964e4bbdf9203d66ccf98f,f000066/099,INVALID
469,52964e4bbdf9203d66ccf990,f000066/100,INVALID
470,52964e4bbdf9203d66ccf991,f000066/101,INVALID
471,52964e4bbdf9203d66ccf992,f000158/004,INVALID
472,52964e4bbdf9203d66ccf993,f000158/005,INVALID
473,52964e4bbdf9203d66ccf994,f000159/001,INVALID
474,52964e4bbdf9203d66ccf995,f000159/002,INVALID
475,52964e4bbdf9203d66ccf996,f000159/003,INVALID
476,52964e4bbdf9203d66ccf997,f000159/004,INVALID
477,52964e4bbdf9203d66ccf998,f000160/000,INVALID
478,52964e4bbdf9203d66ccf999,f000161/000,INVALID
479,52964e4bbdf9203d66ccf99a,f000162/000,INVALID
480,52964e4bbdf9203d66ccf99b,f000163/000,INVALID
481,52964e4bbdf9203d66ccf99c,f000164/000,INVALID
482,52964e4bbdf9203d66ccf99d,f000165/001,INVALID
483,52964e4bbdf9203d66ccf99e,f000066/102,INVALID
484,52964e4bbdf9203d66ccf99f,f000066/103,INVALID
485,52964e4bbdf9203d66ccf9a0,f000066/104,INVALID
486,52964e4bbdf9203d66ccf9a1,f000066/105,INVALID
487,52964e4bbdf9203d66ccf9a2,f000066/106,INVALID
488,52964e4bbdf9203d66ccf9a3,f000066/107,INVALID
489,52964e4bbdf9203d66ccf9a4,f000066/108,INVALID
490,52964e4bbdf9203d66ccf9a5,f000066/109,INVALID
491,52964e4bbdf9203d66ccf9a6,f000066/110,INVALID
492,52964e4bbdf9203d66ccf9a7,f000066/111,INVALID
493,52964e4bbdf9203d66ccf9a8,f000066/112,INVALID
494,52964e4bbdf9203d66ccf9a9,f000165/002,INVALID
495,52964e4bbdf9203d66ccf9aa,f000166/000,INVALID
496,52964e4bbdf9203d66ccf9ab,f000167/000,INVALID
497,52964e4bbdf9203d66ccf9ac,f000168/000,INVALID
498,52964e4bbdf9203d66ccf9ad,f000169/000,INVALID
499,52964e4bbdf9203d66ccf9ae,f000170/000,INVALID
500,52964e4bbdf9203d66ccf9af,f000171/000,INVALID
501,52964e4bbdf9203d66ccf9b0,f000172/000,INVALID
502,52964e4bbdf9203d66ccf9b1,f000173/000,INVALID
503,52964e4bbdf9203d66ccf9b2,f000174/000,INVALID
504,52964e4bbdf9203d66ccf9b3,f000175/000,INVALID
505,52964e4bbdf9203d66ccf9b4,f000176/000,INVALID
506,52964e4bbdf9203d66ccf9b5,f000177/000,INVALID
507,52964e4bbdf9203d66ccf9b6,f000181/000,INVALID
508,52964e4bbdf9203d66ccf9b7,f000066/113,INVALID
509,52964e4bbdf9203d66ccf9b8,f000067/001,INVALID
510,52964e4bbdf9203d66ccf9b9,f000067/002,INVALID
511,52964e4bbdf9203d66ccf9ba,f000067/003,INVALID
512,52964e4bbdf9203d66ccf9bb,f000067/004,INVALID
513,52964e4bbdf9203d66ccf9bc,f000067/005,INVALID
514,52964e4bbdf9203d66ccf9bd,f000067/006,INVALID
515,52964e4bbdf9203d66ccf9be,f000067/007,INVALID
516,52964e4bbdf9203d66ccf9bf,f000067/008,INVALID
517,52964e4bbdf9203d66ccf9c0,f000067/009,INVALID
518,52964e4bbdf9203d66ccf9c1,f000067/010,INVALID
519,52964e4bbdf9203d66ccf9c2,f000067/011,INVALID
520,52964e4bbdf9203d66ccf9c3,f000067/012,INVALID
521,52964e4bbdf9203d66ccf9c4,f000067/013,INVALID
522,52964e4bbdf9203d66ccf9c5,f000067/014,INVALID
523,52964e4bbdf9203d66ccf9c6,f000067/015,INVALID
524,52964e4bbdf9203d66ccf9c7,f000067/016,INVALID
525,52964e4bbdf9203d66ccf9c8,f000089/002,INVALID
526,52964e4bbdf9203d66ccf9c9,f000091/000,INVALID
527,52964e4bbdf9203d66ccf9ca,f000092/000,INVALID
528,52964e4bbdf9203d66ccf9cb,f000182/001,INVALID
529,52964e4bbdf9203d66ccf9cc,f000182/002,INVALID
530,52964e4bbdf9203d66ccf9cd,f000183/000,INVALID
531,52964e4bbdf9203d66ccf9ce,f000184/001,INVALID
532,52964e4bbdf9203d66ccf9cf,f000225/004,INVALID
533,52964e4bbdf9203d66ccf9d0,f000225/005,INVALID
534,52964e4bbdf9203d66ccf9d1,f000226/001,INVALID
535,52964e4bbdf9203d66ccf9d2,f000226/002,INVALID
536,52964e4bbdf9203d66ccf9d3,f000227/000,INVALID
537,52964e4bbdf9203d66ccf9d4,f000228/001,INVALID
538,52964e4bbdf9203d66ccf9d5,f000228/002,INVALID
539,52964e4bbdf9203d66ccf9d6,f000229/000,INVALID
540,52964e4bbdf9203d66ccf9d7,f000230/001,INVALID
541,52964e4bbdf9203d66ccf9d8,f000230/002,INVALID
542,52964e4bbdf9203d66ccf9d9,f000231/000,INVALID
543,52964e4bbdf9203d66ccf9da,f000232/001,INVALID
544,52964e4bbdf9203d66ccf9db,f000232/002,INVALID
545,52964e4bbdf9203d66ccf9dc,f000232/003,INVALID
546,52964e4bbdf9203d66ccf9dd,f000232/004,INVALID
547,52964e4bbdf9203d66ccf9de,f000232/005,INVALID
548,52964e4bbdf9203d66ccf9df,f000232/006,INVALID
549,52964e4bbdf9203d66ccf9e0,f000232/007,INVALID
550,52964e4bbdf9203d66ccf9e1,f000232/008,INVALID
551,52964e4bbdf9203d66ccf9e2,f000232/009,INVALID
552,52964e4bbdf9203d66ccf9e3,f000232/010,INVALID
553,52964e4bbdf9203d66ccf9e4,f000184/002,INVALID
554,52964e4bbdf9203d66ccf9e5,f000184/003,INVALID
555,52964e4bbdf9203d66ccf9e6,f000184/004,INVALID
556,52964e4bbdf9203d66ccf9e7,f000184/005,INVALID
557,52964e4bbdf9203d66ccf9e8,f000185/000,INVALID
558,52964e4bbdf9203d66ccf9e9,f000186/000,INVALID
559,52964e4bbdf9203d66ccf9ea,f000187/001,INVALID
560,52964e4bbdf9203d66ccf9eb,f000187/002,INVALID
561,52964e4bbdf9203d66ccf9ec,f000187/003,INVALID
562,52964e4bbdf9203d66ccf9ed,f000188/000,INVALID
563,52964e4bbdf9203d66ccf9ee,f000189/000,INVALID
564,52964e4bbdf9203d66ccf9ef,f000190/000,INVALID
565,52964e4bbdf9203d66ccf9f0,f000191/000,INVALID
566,52964e4bbdf9203d66ccf9f1,f000192/000,INVALID
567,52964e4bbdf9203d66ccf9f2,f000193/000,INVALID
568,52964e4bbdf9203d66ccf9f3,f000194/000,INVALID
569,52964e4bbdf9203d66ccf9f4,f000195/000,INVALID
570,52964e4bbdf9203d66ccf9f5,f000196/001,INVALID
571,52964e4bbdf9203d66ccf9f6,f000196/002,INVALID
572,52964e4bbdf9203d66ccf9f7,f000196/003,INVALID
573,52964e4bbdf9203d66ccf9f8,f000197/001,INVALID
574,52964e4bbdf9203d66ccf9f9,f000197/002,INVALID
575,52964e4bbdf9203d66ccf9fa,f000198/000,INVALID
576,52964e4bbdf9203d66ccf9fb,f000199/001,INVALID
577,52964e4bbdf9203d66ccf9fc,f000199/002,INVALID
578,52964e4bbdf9203d66ccf9fd,f000199/003,INVALID
579,52964e4bbdf9203d66ccf9fe,f000200/000,INVALID
580,52964e4bbdf9203d66ccf9ff,f000201/000,INVALID
581,52964e4bbdf9203d66ccfa00,f000202/000,INVALID
582,52964e4bbdf9203d66ccfa01,f000203/001,INVALID
583,52964e4bbdf9203d66ccfa02,f000203/002,INVALID
584,52964e4bbdf9203d66ccfa03,f000204/000,INVALID
585,52964e4bbdf9203d66ccfa04,f000205/000,INVALID
586,52964e4bbdf9203d66ccfa05,f000206/001,INVALID
587,52964e4bbdf9203d66ccfa06,f000094/000,INVALID
588,52964e4bbdf9203d66ccfa07,f000095/001,INVALID
589,52964e4bbdf9203d66ccfa08,f000095/002,INVALID
590,52964e4bbdf9203d66ccfa09,f000095/003,INVALID
591,52964e4bbdf9203d66ccfa0a,f000095/004,INVALID
592,52964e4bbdf9203d66ccfa0b,f000095/005,INVALID
593,52964e4bbdf9203d66ccfa0c,f000095/006,INVALID
594,52964e4bbdf9203d66ccfa0d,f000095/007,INVALID
595,52964e4bbdf9203d66ccfa0e,f000095/008,INVALID
596,52964e4bbdf9203d66ccfa0f,f000095/009,INVALID
597,52964e4bbdf9203d66ccfa10,f000095/010,INVALID
598,52964e4bbdf9203d66ccfa11,f000095/011,INVALID
599,52964e4bbdf9203d66ccfa12,f000096/001,INVALID
600,52964e4bbdf9203d66ccfa13,f000096/002,INVALID
601,52964e4bbdf9203d66ccfa14,f000096/003,INVALID
602,52964e4bbdf9203d66ccfa15,f000096/004,INVALID
603,52964e4bbdf9203d66ccfa16,f000096/005,INVALID
604,52964e4bbdf9203d66ccfa17,f000096/006,INVALID
605,52964e4bbdf9203d66ccfa18,f000096/007,INVALID
606,52964e4bbdf9203d66ccfa19,f000096/008,INVALID
607,52964e4bbdf9203d66ccfa1a,f000096/009,INVALID
608,52964e4bbdf9203d66ccfa1b,f000096/010,INVALID
609,52964e4bbdf9203d66ccfa1c,f000096/011,INVALID
610,52964e4bbdf9203d66ccfa1d,f000096/012,INVALID
611,52964e4bbdf9203d66ccfa1e,f000096/013,INVALID
612,52964e4bbdf9203d66ccfa1f,f000096/014,INVALID
613,52964e4bbdf9203d66ccfa20,f000096/015,INVALID
614,52964e4bbdf9203d66ccfa21,f000097/000,INVALID
615,52964e4bbdf9203d66ccfa22,f000099/000,INVALID
616,52964e4bbdf9203d66ccfa23,f000101/000,INVALID
617,52964e4bbdf9203d66ccfa24,f000206/002,INVALID
618,52964e4bbdf9203d66ccfa25,f000206/003,INVALID
619,52964e4bbdf9203d66ccfa26,f000206/004,INVALID
620,52964e4bbdf9203d66ccfa27,f000206/005,INVALID
621,52964e4bbdf9203d66ccfa28,f000206/006,INVALID
622,52964e4bbdf9203d66ccfa29,f000206/007,INVALID
623,52964e4bbdf9203d66ccfa2a,f000206/008,INVALID
624,52964e4bbdf9203d66ccfa2b,f000206/009,INVALID
625,52964e4bbdf9203d66ccfa2c,f000207/000,INVALID
626,52964e4bbdf9203d66ccfa2d,f000208/000,INVALID
627,52964e4bbdf9203d66ccfa2e,f000209/000,INVALID
628,52964e4bbdf9203d66ccfa2f,f000210/000,INVALID
629,52964e4bbdf9203d66ccfa30,f000211/001,INVALID
630,52964e4bbdf9203d66ccfa31,f000211/002,INVALID
631,52964e4bbdf9203d66ccfa32,f000211/003,INVALID
632,52964e4bbdf9203d66ccfa33,f000211/004,INVALID
633,52964e4bbdf9203d66ccfa34,f000211/005,INVALID
634,52964e4bbdf9203d66ccfa35,f000211/006,INVALID
635,52964e4bbdf9203d66ccfa36,f000211/007,INVALID
636,52964e4bbdf9203d66ccfa37,f000105/001,INVALID
637,52964e4bbdf9203d66ccfa38,f000105/002,INVALID
638,52964e4bbdf9203d66ccfa39,f000105/003,INVALID
639,52964e4bbdf9203d66ccfa3a,f000105/004,INVALID
640,52964e4bbdf9203d66ccfa3b,f000105/005,INVALID
641,52964e4bbdf9203d66ccfa3c,f000105/006,INVALID
642,52964e4bbdf9203d66ccfa3d,f000106/000,INVALID
643,52964e4bbdf9203d66ccfa3e,f000107/001,INVALID
644,52964e4bbdf9203d66ccfa3f,f000107/002,INVALID
645,52964e4bbdf9203d66ccfa40,f000107/003,INVALID
646,52964e4bbdf9203d66ccfa41,f000107/004,INVALID
647,52964e4bbdf9203d66ccfa42,f000107/005,INVALID
648,52964e4bbdf9203d66ccfa43,f000107/006,INVALID
649,52964e4bbdf9203d66ccfa44,f000107/007,INVALID
650,52964e4bbdf9203d66ccfa45,f000107/008,INVALID
651,52964e4bbdf9203d66ccfa46,f000107/009,INVALID
652,52964e4bbdf9203d66ccfa47,f000107/010,INVALID
653,52964e4bbdf9203d66ccfa48,f000107/011,INVALID
654,52964e4bbdf9203d66ccfa49,f000107/012,INVALID
655,52964e4bbdf9203d66ccfa4a,f000107/013,INVALID
656,52964e4bbdf9203d66ccfa4b,f000107/014,INVALID
657,52964e4bbdf9203d66ccfa4c,f000107/015,INVALID
658,52964e4bbdf9203d66ccfa4d,f000107/016,INVALID
659,52964e4bbdf9203d66ccfa4e,f000107/017,INVALID
660,52964e4bbdf9203d66ccfa4f,f000107/018,INVALID
661,52964e4bbdf9203d66ccfa50,f000107/019,INVALID
662,52964e4bbdf9203d66ccfa51,f000107/020,INVALID
663,52964e4bbdf9203d66ccfa52,f000107/021,INVALID
664,52964e4bbdf9203d66ccfa53,f000107/022,INVALID
665,52964e4bbdf9203d66ccfa54,f000108/001,INVALID
666,52964e4bbdf9203d66ccfa55,f000108/002,INVALID
667,52964e4bbdf9203d66ccfa56,f000108/003,INVALID
668,52964e4bbdf9203d66ccfa57,f000108/004,INVALID
669,52964e4bbdf9203d66ccfa58,f000108/005,INVALID
670,52964e4bbdf9203d66ccfa59,f000108/006,INVALID
671,52964e4bbdf9203d66ccfa5a,f000108/007,INVALID
672,52964e4bbdf9203d66ccfa5b,f000108/008,INVALID
673,52964e4bbdf9203d66ccfa5c,f000108/009,INVALID
674,52964e4bbdf9203d66ccfa5d,f000108/010,INVALID
675,52964e4bbdf9203d66ccfa5e,f000108/011,INVALID
676,52964e4bbdf9203d66ccfa5f,f000108/012,INVALID
677,52964e4bbdf9203d66ccfa60,f000108/013,INVALID
678,52964e4bbdf9203d66ccfa61,f000108/014,INVALID
679,52964e4bbdf9203d66ccfa62,f000108/015,INVALID
680,52964e4bbdf9203d66ccfa63,f000108/016,INVALID
681,52964e4bbdf9203d66ccfa64,f000109/001,INVALID
682,52964e4bbdf9203d66ccfa65,f000109/002,INVALID
683,52964e4bbdf9203d66ccfa66,f000109/003,INVALID
684,52964e4bbdf9203d66ccfa67,f000109/004,INVALID
685,52964e4bbdf9203d66ccfa68,f000109/005,INVALID
686,52964e4bbdf9203d66ccfa69,f000110/001,INVALID
687,52964e4bbdf9203d66ccfa6a,f000110/002,INVALID
688,52964e4bbdf9203d66ccfa6b,f000110/003,INVALID
689,52964e4bbdf9203d66ccfa6c,f000110/004,INVALID
690,52964e4bbdf9203d66ccfa6d,f000110/005,INVALID
691,52964e4bbdf9203d66ccfa6e,f000110/006,INVALID
692,52964e4bbdf9203d66ccfa6f,f000110/007,INVALID
693,52964e4bbdf9203d66ccfa70,f000110/008,INVALID
694,52964e4bbdf9203d66ccfa71,f000110/009,INVALID
695,52964e4bbdf9203d66ccfa72,f000110/010,INVALID
696,52964e4bbdf9203d66ccfa73,f000110/011,INVALID
697,52964e4bbdf9203d66ccfa74,f000110/012,INVALID
698,52964e4bbdf9203d66ccfa75,f000110/013,INVALID
699,52964e4bbdf9203d66ccfa76,f000110/014,INVALID
700,52964e4bbdf9203d66ccfa77,f000110/015,INVALID
701,52964e4bbdf9203d66ccfa78,f000110/016,INVALID
702,52964e4bbdf9203d66ccfa79,f000110/017,INVALID
703,52964e4bbdf9203d66ccfa7a,f000110/018,INVALID
704,52964e4bbdf9203d66ccfa7b,f000110/019,INVALID
705,52964e4bbdf9203d66ccfa7c,f000110/020,INVALID
706,52964e4bbdf9203d66ccfa7d,f000111/001,INVALID
707,52964e4bbdf9203d66ccfa7e,f000111/002,INVALID
708,52964e4bbdf9203d66ccfa7f,f000111/003,INVALID
709,52964e4bbdf9203d66ccfa80,f000111/004,INVALID
710,52964e4bbdf9203d66ccfa81,f000111/005,INVALID
711,52964e4bbdf9203d66ccfa82,f000111/006,INVALID
712,52964e4bbdf9203d66ccfa83,f000111/007,INVALID
713,52964e4bbdf9203d66ccfa84,f000111/008,INVALID
714,52964e4bbdf9203d66ccfa85,f000111/009,INVALID
715,52964e4bbdf9203d66ccfa86,f000111/010,INVALID
716,52964e4bbdf9203d66ccfa87,f000111/011,INVALID
717,52964e4bbdf9203d66ccfa88,f000111/012,INVALID
718,52964e4bbdf9203d66ccfa89,f000111/013,INVALID
719,52964e4bbdf9203d66ccfa8a,f000111/014,INVALID
720,52964e4bbdf9203d66ccfa8b,f000111/015,INVALID
721,52964e4bbdf9203d66ccfa8c,f000111/016,INVALID
722,52964e4bbdf9203d66ccfa8d,f000111/017,INVALID
723,52964e4bbdf9203d66ccfa8e,f000111/018,INVALID
724,52964e4bbdf9203d66ccfa8f,f000111/019,INVALID
725,52964e4bbdf9203d66ccfa90,f000111/020,INVALID
726,52964e4bbdf9203d66ccfa91,f000111/021,INVALID
727,52964e4bbdf9203d66ccfa92,f000111/022,INVALID
728,52964e4bbdf9203d66ccfa93,f000111/023,INVALID
729,52964e4bbdf9203d66ccfa94,f000111/024,INVALID
730,52964e4bbdf9203d66ccfa95,f000111/025,INVALID
731,52964e4bbdf9203d66ccfa96,f000111/026,INVALID
732,52964e4bbdf9203d66ccfa97,f000111/027,INVALID
733,52964e4bbdf9203d66ccfa98,f000111/028,INVALID
734,52964e4bbdf9203d66ccfa99,f000111/029,INVALID
735,52964e4bbdf9203d66ccfa9a,f000111/030,INVALID
736,52964e4bbdf9203d66ccfa9b,f000111/031,INVALID
737,52964e4bbdf9203d66ccfa9c,f000111/032,INVALID
738,52964e4bbdf9203d66ccfa9d,f000111/033,INVALID
739,52964e4bbdf9203d66ccfa9e,f000111/034,INVALID
740,52964e4bbdf9203d66ccfa9f,f000111/035,INVALID
741,52964e4bbdf9203d66ccfaa0,f000111/036,INVALID
742,52964e4bbdf9203d66ccfaa1,f000111/037,INVALID
743,52964e4bbdf9203d66ccfaa2,f000111/038,INVALID
744,52964e4bbdf9203d66ccfaa3,f000111/039,INVALID
745,52964e4bbdf9203d66ccfaa4,f000111/040,INVALID
746,52964e4bbdf9203d66ccfaa5,f000111/041,INVALID
747,52964e4bbdf9203d66ccfaa6,f000111/042,INVALID
748,52964e4bbdf9203d66ccfaa7,f000111/043,INVALID
749,52964e4bbdf9203d66ccfaa8,f000111/044,INVALID
750,52964e4bbdf9203d66ccfaa9,f000111/045,INVALID
751,52964e4bbdf9203d66ccfaaa,f000111/046,INVALID
752,52964e4bbdf9203d66ccfaab,f000111/047,INVALID
753,52964e4bbdf9203d66ccfaac,f000111/048,INVALID
754,52964e4bbdf9203d66ccfaad,f000111/049,INVALID
755,52964e4bbdf9203d66ccfaae,f000111/050,INVALID
756,52964e4bbdf9203d66ccfaaf,f000111/051,INVALID
757,52964e4bbdf9203d66ccfab0,f000111/052,INVALID
758,52964e4bbdf9203d66ccfab1,f000111/053,INVALID
759,52964e4bbdf9203d66ccfab2,f000111/054,INVALID
760,52964e4bbdf9203d66ccfab3,f000111/055,INVALID
761,52964e4bbdf9203d66ccfab4,f000111/056,INVALID
762,52964e4bbdf9203d66ccfab5,f000111/057,INVALID
763,52964e4bbdf9203d66ccfab6,f000111/058,INVALID
764,52964e4bbdf9203d66ccfab7,f000111/059,INVALID
765,52964e4bbdf9203d66ccfab8,f000111/060,INVALID
766,52964e4bbdf9203d66ccfab9,f000111/061,INVALID
767,52964e4bbdf9203d66ccfaba,f000111/062,INVALID
768,52964e4bbdf9203d66ccfabb,f000111/063,INVALID
769,52964e4bbdf9203d66ccfabc,f000111/064,INVALID
770,52964e4bbdf9203d66ccfabd,f000111/065,INVALID
771,52964e4bbdf9203d66ccfabe,f000111/066,INVALID
772,52964e4bbdf9203d66ccfabf,f000111/067,INVALID
773,52964e4bbdf9203d66ccfac0,f000111/068,INVALID
774,52964e4bbdf9203d66ccfac1,f000111/069,INVALID
775,52964e4bbdf9203d66ccfac2,f000113/005,INVALID
776,52964e4bbdf9203d66ccfac3,f000113/006,INVALID
777,52964e4bbdf9203d66ccfac4,f000211/008,INVALID
778,52964e4bbdf9203d66ccfac5,f000212/000,INVALID
779,52964e4bbdf9203d66ccfac6,f000213/000,INVALID
780,52964e4bbdf9203d66ccfac7,f000214/001,INVALID
781,52964e4bbdf9203d66ccfac8,f000214/002,INVALID
782,52964e4bbdf9203d66ccfac9,f000214/003,INVALID
783,52964e4bbdf9203d66ccfaca,f000214/004,INVALID
784,52964e4bbdf9203d66ccfacb,f000215/001,INVALID
785,52964e4bbdf9203d66ccfacc,f000215/002,INVALID
786,52964e4bbdf9203d66ccfacd,f000216/000,INVALID
787,52964e4bbdf9203d66ccface,f000217/000,INVALID
788,52964e4bbdf9203d66ccfacf,f000218/000,INVALID
789,52964e4bbdf9203d66ccfad0,f000219/000,INVALID
790,52964e4bbdf9203d66ccfad1,f000220/001,INVALID
791,52964e4bbdf9203d66ccfad2,f000220/002,INVALID
792,52964e4bbdf9203d66ccfad3,f000220/003,INVALID
793,52964e4bbdf9203d66ccfad4,f000221/000,INVALID
794,52964e4bbdf9203d66ccfad6,f000222/001,INVALID
795,52964e4bbdf9203d66ccfad7,f000222/002,INVALID
796,52964e4bbdf9203d66ccfad8,f000223/000,INVALID
797,52964e4bbdf9203d66ccfad9,f000224/000,INVALID
798,52964e4bbdf9203d66ccfada,f000225/001,INVALID
799,52964e4bbdf9203d66ccfadb,f000225/002,INVALID
800,52964e4bbdf9203d66ccfadc,f000225/003,INVALID
801,52964e4bbdf9203d66ccfadd,f000232/011,INVALID
802,52964e4bbdf9203d66ccfade,f000232/012,INVALID
803,52964e4bbdf9203d66ccfadf,f000232/013,INVALID
804,52964e4bbdf9203d66ccfae0,f000232/014,INVALID
805,52964e4bbdf9203d66ccfae1,f000232/015,INVALID
806,52964e4bbdf9203d66ccfae2,f000232/016,INVALID
807,52964e4bbdf9203d66ccfae3,f000232/017,INVALID
808,52964e4bbdf9203d66ccfae4,f000232/018,INVALID
809,52964e4bbdf9203d66ccfae5,f000232/019,INVALID
810,52964e4bbdf9203d66ccfae6,f000232/020,INVALID
811,52964e4bbdf9203d66ccfae7,f000232/021,INVALID
812,52964e4bbdf9203d66ccfae8,f000232/022,INVALID
813,52964e4bbdf9203d66ccfae9,f000232/023,INVALID
814,52964e4bbdf9203d66ccfaea,f000232/024,INVALID
815,52964e4bbdf9203d66ccfaeb,f000232/025,INVALID
816,52964e4bbdf9203d66ccfaec,f000232/026,INVALID
817,52964e4bbdf9203d66ccfaed,f000232/027,INVALID
818,52964e4bbdf9203d66ccfaee,f000232/028,INVALID
819,52964e4bbdf9203d66ccfaef,f000232/029,INVALID
820,52964e4bbdf9203d66ccfaf0,f000232/030,INVALID
821,52964e4bbdf9203d66ccfaf1,f000233/000,INVALID
822,52964e4bbdf9203d66ccfaf2,f000234/000,INVALID
823,52964e4bbdf9203d66ccfaf3,f000235/001,INVALID
824,52964e4bbdf9203d66ccfaf4,f000235/002,INVALID
825,52964e4bbdf9203d66ccfaf5,f000235/003,INVALID
826,52964e4bbdf9203d66ccfaf6,f000235/004,INVALID
827,52964e4bbdf9203d66ccfaf7,f000235/005,INVALID
828,52964e4bbdf9203d66ccfaf8,f000236/001,INVALID
